question_id,lang,text
35ccf5f2-2446-56cd-9f29-427c309a5049,el,"Χρήση ορυκτών καυσίμων: Η ποσότητα ορυκτών καυσίμων (όπως άνθρακας, πετρέλαιο και φυσικό αέριο) που απαιτείται για την παραγωγή τροφίμων."
03722d78-3c6a-5b83-9229-bec43ee67f73,el,Χρήση ορυκτών και μετάλλων: Η ποσότητα ορυκτών (π.χ. για την παραγωγή λιπασμάτων) και μετάλλων (π.χ. για την παραγωγή αλουμινίου για γεωργικό εξοπλισμό) που χρησιμοποιούνται στην παραγωγή τροφίμων.
4975aade-fd21-5a9b-8a31-7408b6094dc0,el,Χρήση νερού: Η ποσότητα νερού που απαιτείται για την παραγωγή τροφίμων.
03a3037a-442e-5251-8233-90f6a016050c,el,Χρήση γης: Η έκταση γης που απαιτείται για την παραγωγή τροφίμων.
5ae98e6f-939f-578d-b31c-e5e64ec34552,el,Βιοποικιλότητα: Ο αντίκτυπος της παραγωγής τροφίμων στην βιοποικιλότητα στη Γη και στην εξαφάνιση φυτικών και ζωικών ειδών.
40a17846-9f33-56a3-9ded-42e423b8cbdf,el,Τοξική ρύπανση υδάτων: Η ρύπανση των υδάτων από τοξικές χημικές ουσίες που προκύπτουν από την παραγωγή τροφίμων.
4c702395-b20a-5c47-adef-a08377941651,el,"Υπερλίπανση: Η ρύπανση εδάφους και υδάτων από θρεπτικά συστατικά που προέρχονται από την παραγωγή τροφίμων, με αρνητικές επιπτώσεις σε φυτά και ζώα."
b0ed8dee-ca8f-5a96-a554-fbea07173771,el,"Οξίνιση (μείωση του pH): Η αύξηση της οξύτητας της βροχής, του εδάφους και των υδάτων λόγω ρύπανσης από την παραγωγή τροφίμων, με αρνητικές επιπτώσεις σε φυτά και ζώα."
284d1894-4d78-57e3-a433-e19c42ee5a78,el,Καταστροφή της στοιβάδας του όζοντος: Η καταστροφή της στοιβάδας του όζοντος που προκαλείται από χημικές ουσίες προερχόμενες από την παραγωγή τροφίμων.
14329c24-e163-5712-aec9-52d3fffca0ec,el,"Ατμοσφαιρική ρύπανση: Ρύποι που απελευθερώνονται στον αέρα από την παραγωγή τροφίμων, υποβαθμίζοντας την ποιότητα του αέρα και δημιουργώντας αιθαλομίχλη."
c4682787-22e2-5992-b024-2103b408e0d8,el,"Κλιματική αλλαγή: Η εκπομπή αερίων του θερμοκηπίου από την παραγωγή τροφίμων, η οποία οδηγεί σε αύξηση της θερμοκρασίας του πλανήτη."
24e57a41-25e6-595c-b8be-7c9c4276e361,el,"Περιεκτικότητα σε μέταλλα: Ιχνοστοιχεία όπως το ασβέστιο, ο σίδηρος, ο ψευδάργυρος και το κάλιο, τα οποία είναι απαραίτητα για ζωτικές λειτουργίες του οργανισμού, όπως η δόμηση των οστών και η υποστήριξη της λειτουργίας των νεύρων και των μυών."
1ac7e0c2-87e5-5f3b-adfc-bf3328aa4600,el,"Περιεκτικότητα σε βιταμίνες: Μικροθρεπτικά συστατικά που χρειάζεται ο οργανισμός για τη διατήρηση διαφόρων φυσιολογικών λειτουργιών, όπως ο μεταβολισμός, η ανάπτυξη και το ανοσοποιητικό σύστημα."
d90a441b-b432-56ef-a266-4caee20122e9,el,"Θερμιδική αξία: Μονάδες ενέργειας που χρειάζεται ο οργανισμός για βασικές λειτουργίες όπως η αναπνοή και η κίνηση, και οι οποίες, όταν καταναλώνονται σε πολύ μικρές ποσότητες, μπορεί να οδηγήσουν σε ελλείψεις θρεπτικών συστατικών ή, όταν καταναλώνονται σε υπερβολικές ποσότητες, σε αύξηση σωματικού βάρους."
dd032e00-c343-5b8f-9fad-261669604343,el,"Περιεκτικότητα σε σάκχαρα: Ένας τύπος υδατανθράκων που παρέχει γρήγορη ενέργεια, αλλά όταν καταναλώνεται σε υπερβολικές ποσότητες μπορεί να συμβάλει σε προβλήματα υγείας, όπως η παχυσαρκία ή ο διαβήτης."
45050437-23ec-5f8f-843a-52c8cfd5f56a,el,"Περιεκτικότητα σε αλάτι: Πηγή νατρίου που παίζει σημαντικό ρόλο σε λειτουργίες του οργανισμού, όπως η ενυδάτωση και οι μυϊκές συσπάσεις, ωστόσο η υψηλή πρόσληψη σχετίζεται με αυξημένη αρτηριακή πίεση και καταπόνηση της καρδιάς."
06323a02-d640-5ca6-896b-51dafef82648,el,"Περιεκτικότητα σε κορεσμένα λιπαρά: Τύπος λιπαρών που, όταν καταναλώνεται σε υπερβολικές ποσότητες, μπορεί να αυξήσει τον κίνδυνο καρδιαγγειακών νοσημάτων."
ac9a19a1-cef4-5683-9c93-916c733e66ee,el,"Περιεκτικότητα σε φυτικές ίνες: Τύπος υδατανθράκων που απαντάται, για παράδειγμα, σε φρούτα, λαχανικά και προϊόντα ολικής άλεσης, υποστηρίζει την πέψη και συμβάλλει στη ρύθμιση του καρδιαγγειακού συστήματος."
9cbcada1-ea45-5a0b-bc39-24ea418a08b0,el,"Περιεκτικότητα σε πρωτεΐνη: Αλυσίδες αμινοξέων που διαδραματίζουν βασικό ρόλο σε πολλές λειτουργίες του οργανισμού, όπως η αποκατάσταση των ιστών."
cdb86f6c-9d32-51bc-ba84-eed95f46b913,el,Κοινωνική επαφή: Πρακτικές εκτροφής που επιτρέπουν στα ζώα να έχουν κοινωνική επαφή με άλλα ζώα του ίδιου είδους.
40bddc30-4749-5c8e-8a39-487c1c28ea2c,el,Επαρκής χώρος: Πρακτικές εκτροφής που δεν περιορίζουν τα ζώα σε στενούς ή ασφυκτικούς χώρους.
43761d6a-6bf8-55ef-9998-150e979d6a96,el,"Ελεύθερη βοσκή: Πρακτικές εκτροφής που επιτρέπουν στα ζώα να κινούνται ελεύθερα σε εξωτερικούς χώρους, όπως βοσκοτόπια ή άλλες φυσικές εκτάσεις."
af533cc7-625d-55a7-9f61-33bd352c607f,el,"Σχέση μητέρας–νεογνού: Πρακτικές εκτροφής που δεν διαχωρίζουν το μητρικό ζώο από τους απογόνους του, αλλά επιτρέπουν τη διατήρηση του δεσμού μητέρας–νεογνού (π.χ. στα βοοειδή)."
7c7b33a3-29a9-57b0-8f8e-b0e9a338c40c,el,"Αποφυγή επεμβάσεων στο σώμα: Πρακτικές εκτροφής που δεν περιλαμβάνουν επεμβάσεις στο σώμα των ζώων, όπως το κόψιμο του ράμφους ή ο ακρωτηριασμός της ουράς."
44bd89db-c803-57dc-9e29-b5114be2dad6,el,Διατροφή κατάλληλη για το είδος: Πρακτικές εκτροφής που παρέχουν στα ζώα διατροφή η οποία προσεγγίζει όσο το δυνατόν περισσότερο τη φυσική τους διατροφή.
593f749c-1f90-53e3-85fd-28938798c283,el,"Αποφυγή υπερβολικής ή ακατάλληλης χρήσης κτηνιατρικών φαρμάκων: Πρακτικές εκτροφής που δεν χορηγούν φάρμακα στα ζώα σε υπερβολικό βαθμό ή χωρίς σαφή ιατρική ανάγκη, ως μέσο πρόληψης ασθενειών."
f451af17-67ee-5376-bb34-24e3a947b09e,el,Ελάχιστες μεταφορικές αποστάσεις: Πρακτικές εκτροφής που μεταφέρουν τα ζώα μόνο στις απολύτως απαραίτητες και συντομότερες δυνατές αποστάσεις.
25d878a3-5bb4-561f-8085-c2094b06741a,el,Σφαγή με ελαχιστοποίηση της ταλαιπωρίας: Πρακτικές εκτροφής που προβλέπουν τη σφαγή των ζώων με τρόπο που μειώνει τον φόβο και τον πόνο (π.χ. με τη σωστή χρήση αναισθησίας).
055ea8e2-57c9-5fa1-97ed-a6440270bc2b,el,"Γνωστική φροντίδα: Πρακτικές εκτροφής που παρέχουν στα ζώα γνωστικά ερεθίσματα, ώστε να αποφεύγεται η πλήξη και η έλλειψη νοητικής διέγερσης (π.χ. παιχνίδια μάσησης)."
c7e098ca-a947-5d49-8047-9fda760baaa1,el,Αποφυγή εκμετάλλευσης ζώων ως εργατικού δυναμικού: Πρακτικές εκτροφής που δεν χρησιμοποιούν τα ζώα ως εργατικό δυναμικό για την εκτέλεση συγκεκριμένων εργασιών (π.χ. πίθηκοι δεμένοι με αλυσίδες για τη συγκομιδή καρύδων).
9d6a72f2-31f4-5b33-a6bb-57de39bfbe98,el,"Ένταξη και ισότητα στην εργασία: Δίκαιη μεταχείριση των εργαζομένων στον τομέα των τροφίμων, ανεξαρτήτως φύλου, καταγωγής, ηλικίας ή αναπηρίας."
e4ee07e4-ba89-56cb-849d-85b1f6e773e8,el,"Υγεία και ασφάλεια στην εργασία: Προστασία των εργαζομένων στον τομέα των τροφίμων από σωματικούς κινδύνους (π.χ. έκθεση σε φυτοφάρμακα, ακραίες καιρικές συνθήκες ή ακτινοβολία)."
e9f52320-ae2c-51bd-8735-febb0a67c76e,el,"Διαφανείς συνθήκες εργασίας: Σαφής και εκ των προτέρων γνωστοποίηση των συνθηκών εργασίας στον τομέα των τροφίμων, όπως η αμοιβή, το ωράριο και οι αρμοδιότητες, πριν από την υπογραφή σύμβασης."
